Sample,PLATE,SAMPLE,Home/Away,ROW,COLUMN,Original Mass,Final Mass,Mass Consumed,% Consumed,Bucket,Treatment,Mass Consumed_1
589,1,ELK-4,H,F,11,0.32,0.33,-0.01,-3.125,1,Untreated,0
433,1,LH-1,A,E,2,0.34,0.33,0.01,2.941176471,1,Untreated,0.01
817,1,LH-10,A,H,10,0.39,0.36,0.03,7.692307692,1,Untreated,0.03
97,1,ELK-4,H,B,1,0.34,0.31,0.03,8.823529412,1,Untreated,0.03
313,1,ELK-2,H,D,1,0.33,0.3,0.03,9.090909091,1,Untreated,0.03
49,1,LH-6,A,A,7,0.38,0.34,0.04,10.52631579,1,Untreated,0.04
325,1,LH-3,A,D,5,0.38,0.34,0.04,10.52631579,1,Untreated,0.04
337,1,LH-1,A,D,6,0.36,0.32,0.04,11.11111111,1,Untreated,0.04
553,1,LH-3,A,F,8,0.38,0.33,0.05,13.15789474,1,Untreated,0.05
289,1,ELK-6,H,C,10,0.38,0.33,0.05,13.15789474,1,Untreated,0.05
505,1,ELK-3,H,F,2,0.4,0.35,0.05,12.5,1,Untreated,0.05
601,1,ELK-9,H,G,1,0.39,0.34,0.05,12.82051282,1,Untreated,0.05
793,1,ELK-6,H,H,8,0.34,0.29,0.05,14.70588235,1,Untreated,0.05
13,1,LH-4,A,A,3,0.39,0.33,0.06,15.38461538,1,Untreated,0.06
373,1,LH-2,A,D,9,0.34,0.28,0.06,17.64705882,1,Untreated,0.06
697,1,LH-5,A,G,9,0.36,0.3,0.06,16.66666667,1,Untreated,0.06
361,1,ELK-5,H,D,8,0.4,0.34,0.06,15,1,Untreated,0.06
469,1,ELK-4,H,E,7,0.38,0.32,0.06,15.78947368,1,Untreated,0.06
229,1,LH-4,A,C,4,0.39,0.32,0.07,17.94871795,1,Untreated,0.07
241,1,LH-6,A,C,5,0.39,0.32,0.07,17.94871795,1,Untreated,0.07
385,1,LH-2,A,D,10,0.38,0.31,0.07,18.42105263,1,Untreated,0.07
565,1,LH-4,A,F,9,0.39,0.32,0.07,17.94871795,1,Untreated,0.07
685,1,LH-10,A,G,8,0.37,0.3,0.07,18.91891892,1,Untreated,0.07
805,1,LH-2,A,H,9,0.41,0.34,0.07,17.07317073,1,Untreated,0.07
445,1,ELK-3,H,E,3,0.37,0.3,0.07,18.91891892,1,Untreated,0.07
518,1,ELK-9,H,F,3,0.37,0.3,0.07,18.91891892,1,Untreated,0.07
661,1,ELK-2,H,G,6,0.4,0.33,0.07,17.5,1,Untreated,0.07
829,1,ELK-5,H,H,12,0.41,0.34,0.07,17.07317073,1,Untreated,0.07
109,1,LH-10,A,B,4,0.4,0.32,0.08,20,1,Untreated,0.08
157,1,LH-8,A,B,9,0.4,0.32,0.08,20,1,Untreated,0.08
265,1,LH-5,A,C,7,0.34,0.26,0.08,23.52941176,1,Untreated,0.08
457,1,LH-3,A,E,6,0.41,0.33,0.08,19.51219512,1,Untreated,0.08
541,1,LH-7,A,F,6,0.43,0.35,0.08,18.60465116,1,Untreated,0.08
733,1,LH-1,A,G,12,0.33,0.25,0.08,24.24242424,1,Untreated,0.08
61,1,CONTROL,C,A,9,0.38,0.3,0.08,21.05263158,1,Untreated,0.08
253,1,CONTROL,C,C,6,0.33,0.25,0.08,24.24242424,1,Untreated,0.08
73,1,ELK-8,H,A,10,0.34,0.26,0.08,23.52941176,1,Untreated,0.08
277,1,ELK-8,H,C,8,0.42,0.34,0.08,19.04761905,1,Untreated,0.08
757,1,ELK-8,H,H,5,0.38,0.3,0.08,21.05263158,1,Untreated,0.08
193,1,LH-8,A,B,12,0.38,0.29,0.09,23.68421053,1,Untreated,0.09
301,1,LH-7,A,C,11,0.43,0.34,0.09,20.93023256,1,Untreated,0.09
769,1,LH-9,A,H,6,0.4,0.31,0.09,22.5,1,Untreated,0.09
1,1,CONTROL,C,A,2,0.39,0.3,0.09,23.07692308,1,Untreated,0.09
577,1,CONTROL,C,F,10,0.39,0.3,0.09,23.07692308,1,Untreated,0.09
37,1,ELK-7,H,A,6,0.36,0.27,0.09,25,1,Untreated,0.09
145,1,ELK-5,H,B,8,0.35,0.26,0.09,25.71428571,1,Untreated,0.09
637,1,ELK-7,H,G,4,0.42,0.33,0.09,21.42857143,1,Untreated,0.09
649,1,ELK-7,H,G,5,0.4,0.31,0.09,22.5,1,Untreated,0.09
133,1,LH-6,A,B,7,0.41,0.31,0.1,24.3902439,1,Untreated,0.1
121,1,CONTROL,C,B,6,0.4,0.3,0.1,25,1,Untreated,0.1
181,1,ELK-3,H,B,11,0.41,0.31,0.1,24.3902439,1,Untreated,0.1
205,1,ELK-9,H,C,2,0.4,0.3,0.1,25,1,Untreated,0.1
409,1,ELK-2,H,D,12,0.41,0.31,0.1,24.3902439,1,Untreated,0.1
529,1,ELK-10,H,F,4,0.36,0.26,0.1,27.77777778,1,Untreated,0.1
721,1,ELK-10,H,G,11,0.37,0.27,0.1,27.02702703,1,Untreated,0.1
25,1,LH-9,A,A,5,0.39,0.28,0.11,28.20512821,1,Untreated,0.11
397,1,LH-5,A,D,11,0.41,0.3,0.11,26.82926829,1,Untreated,0.11
673,1,LH-7,A,G,7,0.43,0.32,0.11,25.58139535,1,Untreated,0.11
421,1,CONTROL,C,E,1,0.34,0.23,0.11,32.35294118,1,Untreated,0.11
169,1,ELK-1,H,B,10,0.39,0.28,0.11,28.20512821,1,Untreated,0.11
481,1,ELK-1,H,E,9,0.39,0.28,0.11,28.20512821,1,Untreated,0.11
625,1,ELK-1,H,G,3,0.39,0.28,0.11,28.20512821,1,Untreated,0.11
745,1,ELK-6,H,H,3,0.39,0.28,0.11,28.20512821,1,Untreated,0.11
217,1,LH-9,A,C,3,0.4,0.28,0.12,30,1,Untreated,0.12
709,1,CONTROL,C,G,10,0.41,0.29,0.12,29.26829268,1,Untreated,0.12
781,1,LH-8,A,H,7,0.45,0.32,0.13,28.88888889,1,Untreated,0.13
85,1,CONTROL,C,A,11,0.39,0.26,0.13,33.33333333,1,Untreated,0.13
493,1,CONTROL,C,E,11,0.38,0.24,0.14,36.84210526,1,Untreated,0.14
349,1,ELK-10,H,D,7,0.45,0.31,0.14,31.11111111,1,Untreated,0.14
613,1,CONTROL,C,G,2,0.39,0.21,0.18,46.15384615,1,Untreated,0.18
362,2,ELK-5,H,D,8,0.36,0.35,0.01,2.777777778,1,Untreated,0.01
806,2,LH-2,A,H,9,0.37,0.33,0.04,10.81081081,1,Untreated,0.04
818,2,LH-10,A,H,10,0.37,0.33,0.04,10.81081081,1,Untreated,0.04
182,2,ELK-3,H,B,11,0.36,0.32,0.04,11.11111111,1,Untreated,0.04
746,2,ELK-6,H,H,3,0.38,0.34,0.04,10.52631579,1,Untreated,0.04
770,2,LH-9,A,H,6,0.35,0.3,0.05,14.28571429,1,Untreated,0.05
758,2,ELK-8,H,H,5,0.33,0.28,0.05,15.15151515,1,Untreated,0.05
830,2,ELK-5,H,H,12,0.36,0.31,0.05,13.88888889,1,Untreated,0.05
782,2,LH-8,A,H,7,0.39,0.33,0.06,15.38461538,1,Untreated,0.06
278,2,ELK-8,H,C,8,0.36,0.3,0.06,16.66666667,1,Untreated,0.06
530,2,ELK-10,H,F,4,0.36,0.3,0.06,16.66666667,1,Untreated,0.06
638,2,ELK-7,H,G,4,0.36,0.3,0.06,16.66666667,1,Untreated,0.06
434,2,ELK-3,H,E,2,0.4,0.33,0.07,17.5,1,Untreated,0.07
590,2,ELK-4,H,F,11,0.39,0.32,0.07,17.94871795,1,Untreated,0.07
626,2,ELK-1,H,G,3,0.33,0.26,0.07,21.21212121,1,Untreated,0.07
302,2,LH-7,A,C,11,0.42,0.34,0.08,19.04761905,1,Untreated,0.08
374,2,LH-2,A,D,9,0.35,0.27,0.08,22.85714286,1,Untreated,0.08
674,2,LH-7,A,G,7,0.39,0.31,0.08,20.51282051,1,Untreated,0.08
734,2,LH-1,A,G,12,0.41,0.33,0.08,19.51219512,1,Untreated,0.08
98,2,ELK-4,H,B,1,0.37,0.29,0.08,21.62162162,1,Untreated,0.08
146,2,ELK-5,H,B,8,0.37,0.29,0.08,21.62162162,1,Untreated,0.08
662,2,ELK-7,H,G,6,0.39,0.31,0.08,20.51282051,1,Untreated,0.08
794,2,ELK-6,H,H,8,0.39,0.31,0.08,20.51282051,1,Untreated,0.08
242,2,LH-6,A,C,5,0.41,0.32,0.09,21.95121951,1,Untreated,0.09
326,2,LH-3,A,D,5,0.38,0.29,0.09,23.68421053,1,Untreated,0.09
386,2,LH-2,A,D,10,0.36,0.27,0.09,25,1,Untreated,0.09
446,2,LH-1,A,E,3,0.4,0.31,0.09,22.5,1,Untreated,0.09
542,2,LH-7,A,F,6,0.35,0.26,0.09,25.71428571,1,Untreated,0.09
686,2,LH-10,A,G,8,0.36,0.27,0.09,25,1,Untreated,0.09
38,2,ELK-7,H,A,6,0.38,0.29,0.09,23.68421053,1,Untreated,0.09
170,2,ELK-1,H,B,10,0.36,0.27,0.09,25,1,Untreated,0.09
410,2,ELK-2,H,D,12,0.37,0.28,0.09,24.32432432,1,Untreated,0.09
470,2,ELK-4,H,E,7,0.38,0.29,0.09,23.68421053,1,Untreated,0.09
506,2,ELK-3,H,F,2,0.34,0.25,0.09,26.47058824,1,Untreated,0.09
602,2,ELK-9,H,G,1,0.37,0.28,0.09,24.32432432,1,Untreated,0.09
566,2,LH-4,A,F,9,0.4,0.3,0.1,25,1,Untreated,0.1
62,2,CONTROL,C,A,9,0.37,0.27,0.1,27.02702703,1,Untreated,0.1
254,2,CONTROL,C,C,6,0.39,0.29,0.1,25.64102564,1,Untreated,0.1
206,2,ELK-9,H,C,2,0.4,0.3,0.1,25,1,Untreated,0.1
290,2,ELK-6,H,C,10,0.41,0.31,0.1,24.3902439,1,Untreated,0.1
650,2,ELK-2,H,G,5,0.37,0.27,0.1,27.02702703,1,Untreated,0.1
722,2,ELK-10,H,G,11,0.42,0.32,0.1,23.80952381,1,Untreated,0.1
110,2,LH-10,A,B,4,0.41,0.3,0.11,26.82926829,1,Untreated,0.11
266,2,LH-5,A,C,7,0.41,0.3,0.11,26.82926829,1,Untreated,0.11
698,2,LH-5,A,G,9,0.41,0.3,0.11,26.82926829,1,Untreated,0.11
74,2,ELK-8,H,A,10,0.35,0.24,0.11,31.42857143,1,Untreated,0.11
26,2,LH-9,A,A,5,0.43,0.31,0.12,27.90697674,1,Untreated,0.12
338,2,LH-1,A,D,6,0.4,0.28,0.12,30,1,Untreated,0.12
554,2,LH-3,A,F,8,0.4,0.28,0.12,30,1,Untreated,0.12
122,2,CONTROL,C,B,6,0.39,0.27,0.12,30.76923077,1,Untreated,0.12
422,2,CONTROL,C,E,1,0.35,0.23,0.12,34.28571429,1,Untreated,0.12
578,2,CONTROL,C,F,10,0.4,0.28,0.12,30,1,Untreated,0.12
614,2,CONTROL,C,G,2,0.39,0.27,0.12,30.76923077,1,Untreated,0.12
158,2,LH-8,A,B,9,0.36,0.23,0.13,36.11111111,1,Untreated,0.13
230,2,LH-4,A,C,4,0.41,0.28,0.13,31.70731707,1,Untreated,0.13
314,2,ELK-2,H,D,1,0.35,0.22,0.13,37.14285714,1,Untreated,0.13
519,2,ELK-9,H,F,3,0.39,0.26,0.13,33.33333333,1,Untreated,0.13
134,2,LH-6,A,B,7,0.31,0.17,0.14,45.16129032,1,Untreated,0.14
218,2,LH-9,A,C,3,0.42,0.28,0.14,33.33333333,1,Untreated,0.14
398,2,LH-5,A,D,11,0.4,0.26,0.14,35,1,Untreated,0.14
482,2,ELK-1,H,E,9,0.41,0.27,0.14,34.14634146,1,Untreated,0.14
458,2,LH-3,A,E,6,0.42,0.27,0.15,35.71428571,1,Untreated,0.15
86,2,CONTROL,C,A,11,0.41,0.26,0.15,36.58536585,1,Untreated,0.15
194,2,LH-8,A,B,12,0.42,0.26,0.16,38.0952381,1,Untreated,0.16
350,2,ELK-10,H,D,7,0.3,0.14,0.16,53.33333333,1,Untreated,0.16
2,2,CONTROL,C,A,2,0.4,0.23,0.17,42.5,1,Untreated,0.17
494,2,CONTROL,C,E,11,0.44,0.27,0.17,38.63636364,1,Untreated,0.17
710,2,CONTROL,C,G,10,0.38,0.19,0.19,50,1,Untreated,0.19
14,2,LH-4,A,A,3,0.37,N/A,N/A,N/A,1,Untreated,N/A
50,2,LH-6,A,A,7,0.42,N/A,N/A,N/A,1,Untreated,N/A
339,3,LH-1,A,D,6,0.36,0.37,-0.01,-2.777777778,2,Antibiotic Treated,0
435,3,LH-1,A,E,2,0.34,0.35,-0.01,-2.941176471,2,Antibiotic Treated,0
159,3,LH-8,A,B,9,0.36,0.36,0,0,2,Antibiotic Treated,0
567,3,LH-4,A,F,9,0.38,0.38,0,0,2,Antibiotic Treated,0
111,3,LH-10,A,B,4,0.37,0.36,0.01,2.702702703,2,Antibiotic Treated,0.01
135,3,LH-6,A,B,7,0.37,0.36,0.01,2.702702703,2,Antibiotic Treated,0.01
195,3,LH-8,A,B,12,0.37,0.36,0.01,2.702702703,2,Antibiotic Treated,0.01
219,3,LH-9,A,C,3,0.34,0.33,0.01,2.941176471,2,Antibiotic Treated,0.01
243,3,LH-6,A,C,5,0.38,0.37,0.01,2.631578947,2,Antibiotic Treated,0.01
543,3,LH-7,A,F,6,0.38,0.37,0.01,2.631578947,2,Antibiotic Treated,0.01
699,3,LH-5,A,G,9,0.31,0.3,0.01,3.225806452,2,Antibiotic Treated,0.01
147,3,ELK-5,H,B,8,0.35,0.34,0.01,2.857142857,2,Antibiotic Treated,0.01
171,3,ELK-1,H,B,10,0.38,0.37,0.01,2.631578947,2,Antibiotic Treated,0.01
183,3,ELK-3,H,B,11,0.36,0.35,0.01,2.777777778,2,Antibiotic Treated,0.01
483,3,ELK-1,H,E,9,0.29,0.28,0.01,3.448275862,2,Antibiotic Treated,0.01
507,3,ELK-3,H,F,2,0.4,0.39,0.01,2.5,2,Antibiotic Treated,0.01
375,3,LH-2,A,D,9,0.34,0.32,0.02,5.882352941,2,Antibiotic Treated,0.02
387,3,LH-2,A,D,10,0.38,0.36,0.02,5.263157895,2,Antibiotic Treated,0.02
687,3,LH-10,A,G,8,0.37,0.35,0.02,5.405405405,2,Antibiotic Treated,0.02
291,3,ELK-6,H,C,10,0.33,0.31,0.02,6.060606061,2,Antibiotic Treated,0.02
363,3,ELK-5,H,D,8,0.32,0.3,0.02,6.25,2,Antibiotic Treated,0.02
471,3,ELK-4,H,E,7,0.36,0.34,0.02,5.555555556,2,Antibiotic Treated,0.02
603,3,ELK-9,H,G,1,0.37,0.35,0.02,5.405405405,2,Antibiotic Treated,0.02
651,3,ELK-7,H,G,5,0.38,0.36,0.02,5.263157895,2,Antibiotic Treated,0.02
759,3,ELK-8,H,H,5,0.38,0.36,0.02,5.263157895,2,Antibiotic Treated,0.02
231,3,LH-4,A,C,4,0.41,0.38,0.03,7.317073171,2,Antibiotic Treated,0.03
327,3,LH-3,A,D,5,0.32,0.29,0.03,9.375,2,Antibiotic Treated,0.03
399,3,LH-5,A,D,11,0.37,0.34,0.03,8.108108108,2,Antibiotic Treated,0.03
459,3,LH-3,A,E,6,0.31,0.28,0.03,9.677419355,2,Antibiotic Treated,0.03
99,3,ELK-4,H,B,1,0.36,0.33,0.03,8.333333333,2,Antibiotic Treated,0.03
591,3,ELK-4,H,F,11,0.36,0.33,0.03,8.333333333,2,Antibiotic Treated,0.03
639,3,ELK-7,H,G,4,0.35,0.32,0.03,8.571428571,2,Antibiotic Treated,0.03
831,3,ELK-5,H,H,12,0.29,0.26,0.03,10.34482759,2,Antibiotic Treated,0.03
555,3,LH-3,A,F,8,0.35,0.31,0.04,11.42857143,2,Antibiotic Treated,0.04
783,3,LH-8,A,H,7,0.34,0.3,0.04,11.76470588,2,Antibiotic Treated,0.04
520,3,ELK-9,H,F,3,0.36,0.32,0.04,11.11111111,2,Antibiotic Treated,0.04
747,3,ELK-6,H,H,3,0.37,0.33,0.04,10.81081081,2,Antibiotic Treated,0.04
267,3,LH-5,A,C,7,0.4,0.35,0.05,12.5,2,Antibiotic Treated,0.05
807,3,LH-2,A,H,9,0.38,0.33,0.05,13.15789474,2,Antibiotic Treated,0.05
123,3,CONTROL,C,B,6,0.38,0.33,0.05,13.15789474,2,Antibiotic Treated,0.05
495,3,CONTROL,C,E,11,0.37,0.32,0.05,13.51351351,2,Antibiotic Treated,0.05
39,3,ELK-7,H,A,6,0.4,0.35,0.05,12.5,2,Antibiotic Treated,0.05
351,3,ELK-10,H,D,7,0.37,0.32,0.05,13.51351351,2,Antibiotic Treated,0.05
447,3,ELK-3,H,E,3,0.32,0.27,0.05,15.625,2,Antibiotic Treated,0.05
795,3,ELK-6,H,H,8,0.38,0.33,0.05,13.15789474,2,Antibiotic Treated,0.05
51,3,LH-6,A,A,7,0.32,0.26,0.06,18.75,2,Antibiotic Treated,0.06
303,3,LH-7,A,C,11,0.37,0.31,0.06,16.21621622,2,Antibiotic Treated,0.06
675,3,LH-7,A,G,7,0.42,0.36,0.06,14.28571429,2,Antibiotic Treated,0.06
735,3,LH-1,A,G,12,0.4,0.34,0.06,15,2,Antibiotic Treated,0.06
63,3,CONTROL,C,A,9,0.36,0.3,0.06,16.66666667,2,Antibiotic Treated,0.06
75,3,ELK-8,H,A,10,0.38,0.32,0.06,15.78947368,2,Antibiotic Treated,0.06
531,3,ELK-10,H,F,4,0.42,0.36,0.06,14.28571429,2,Antibiotic Treated,0.06
663,3,ELK-2,H,G,6,0.38,0.32,0.06,15.78947368,2,Antibiotic Treated,0.06
723,3,ELK-10,H,G,11,0.39,0.33,0.06,15.38461538,2,Antibiotic Treated,0.06
15,3,LH-4,A,A,3,0.4,0.33,0.07,17.5,2,Antibiotic Treated,0.07
771,3,LH-9,A,H,6,0.41,0.34,0.07,17.07317073,2,Antibiotic Treated,0.07
819,3,LH-10,A,H,10,0.39,0.32,0.07,17.94871795,2,Antibiotic Treated,0.07
207,3,ELK-9,H,C,2,0.39,0.32,0.07,17.94871795,2,Antibiotic Treated,0.07
315,3,ELK-2,H,D,1,0.4,0.33,0.07,17.5,2,Antibiotic Treated,0.07
411,3,ELK-2,H,D,12,0.39,0.32,0.07,17.94871795,2,Antibiotic Treated,0.07
627,3,ELK-1,H,G,3,0.39,0.32,0.07,17.94871795,2,Antibiotic Treated,0.07
3,3,CONTROL,C,A,2,0.33,0.25,0.08,24.24242424,2,Antibiotic Treated,0.08
423,3,CONTROL,C,E,1,0.4,0.32,0.08,20,2,Antibiotic Treated,0.08
579,3,CONTROL,C,F,10,0.41,0.33,0.08,19.51219512,2,Antibiotic Treated,0.08
711,3,CONTROL,C,G,10,0.37,0.29,0.08,21.62162162,2,Antibiotic Treated,0.08
27,3,LH-9,A,A,5,0.42,0.33,0.09,21.42857143,2,Antibiotic Treated,0.09
255,3,CONTROL,C,C,6,0.39,0.3,0.09,23.07692308,2,Antibiotic Treated,0.09
615,3,CONTROL,C,G,2,0.37,0.27,0.1,27.02702703,2,Antibiotic Treated,0.1
87,3,CONTROL,C,A,11,0.38,0.27,0.11,28.94736842,2,Antibiotic Treated,0.11
279,3,ELK-8,H,C,8,0.38,0.21,0.17,44.73684211,2,Antibiotic Treated,0.17
280,4,ELK-8,H,C,8,0.34,0.32,0.02,5.882352941,2,Antibiotic Treated,0.02
112,4,LH-10,A,B,4,0.36,0.33,0.03,8.333333333,2,Antibiotic Treated,0.03
136,4,LH-6,A,B,7,0.38,0.35,0.03,7.894736842,2,Antibiotic Treated,0.03
160,4,LH-8,A,B,9,0.3,0.27,0.03,10,2,Antibiotic Treated,0.03
808,4,LH-2,A,H,9,0.4,0.37,0.03,7.5,2,Antibiotic Treated,0.03
604,4,ELK-9,H,G,1,0.36,0.33,0.03,8.333333333,2,Antibiotic Treated,0.03
760,4,ELK-8,H,H,5,0.35,0.32,0.03,8.571428571,2,Antibiotic Treated,0.03
376,4,LH-2,A,D,9,0.32,0.28,0.04,12.5,2,Antibiotic Treated,0.04
436,4,LH-1,A,E,2,0.34,0.3,0.04,11.76470588,2,Antibiotic Treated,0.04
544,4,LH-7,A,F,6,0.41,0.37,0.04,9.756097561,2,Antibiotic Treated,0.04
676,4,LH-7,A,G,7,0.35,0.31,0.04,11.42857143,2,Antibiotic Treated,0.04
688,4,LH-10,A,G,8,0.36,0.32,0.04,11.11111111,2,Antibiotic Treated,0.04
292,4,ELK-6,H,C,10,0.38,0.34,0.04,10.52631579,2,Antibiotic Treated,0.04
472,4,ELK-4,H,E,7,0.38,0.34,0.04,10.52631579,2,Antibiotic Treated,0.04
521,4,ELK-9,H,F,3,0.35,0.31,0.04,11.42857143,2,Antibiotic Treated,0.04
640,4,ELK-7,H,G,4,0.39,0.35,0.04,10.25641026,2,Antibiotic Treated,0.04
328,4,LH-3,A,D,5,0.4,0.35,0.05,12.5,2,Antibiotic Treated,0.05
340,4,LH-1,A,D,6,0.38,0.33,0.05,13.15789474,2,Antibiotic Treated,0.05
460,4,LH-3,A,E,6,0.39,0.34,0.05,12.82051282,2,Antibiotic Treated,0.05
556,4,LH-3,A,F,8,0.39,0.34,0.05,12.82051282,2,Antibiotic Treated,0.05
820,4,LH-10,A,H,10,0.38,0.33,0.05,13.15789474,2,Antibiotic Treated,0.05
64,4,CONTROL,C,A,9,0.36,0.31,0.05,13.88888889,2,Antibiotic Treated,0.05
508,4,ELK-3,H,F,2,0.39,0.34,0.05,12.82051282,2,Antibiotic Treated,0.05
628,4,ELK-1,H,G,3,0.35,0.3,0.05,14.28571429,2,Antibiotic Treated,0.05
724,4,ELK-10,H,G,11,0.37,0.32,0.05,13.51351351,2,Antibiotic Treated,0.05
52,4,LH-6,A,A,7,0.4,0.34,0.06,15,2,Antibiotic Treated,0.06
244,4,LH-6,A,C,5,0.38,0.32,0.06,15.78947368,2,Antibiotic Treated,0.06
772,4,LH-9,A,H,6,0.38,0.32,0.06,15.78947368,2,Antibiotic Treated,0.06
784,4,LH-8,A,H,7,0.39,0.33,0.06,15.38461538,2,Antibiotic Treated,0.06
712,4,CONTROL,C,G,10,0.37,0.31,0.06,16.21621622,2,Antibiotic Treated,0.06
76,4,ELK-8,H,A,10,0.35,0.29,0.06,17.14285714,2,Antibiotic Treated,0.06
100,4,ELK-4,H,B,1,0.37,0.31,0.06,16.21621622,2,Antibiotic Treated,0.06
148,4,ELK-5,H,B,8,0.37,0.31,0.06,16.21621622,2,Antibiotic Treated,0.06
352,4,ELK-10,H,D,7,0.37,0.31,0.06,16.21621622,2,Antibiotic Treated,0.06
364,4,ELK-5,H,D,8,0.37,0.31,0.06,16.21621622,2,Antibiotic Treated,0.06
532,4,ELK-10,H,F,4,0.36,0.3,0.06,16.66666667,2,Antibiotic Treated,0.06
664,4,ELK-2,H,G,6,0.36,0.3,0.06,16.66666667,2,Antibiotic Treated,0.06
196,4,LH-8,A,B,12,0.38,0.31,0.07,18.42105263,2,Antibiotic Treated,0.07
220,4,LH-9,A,C,3,0.4,0.33,0.07,17.5,2,Antibiotic Treated,0.07
232,4,LH-4,A,C,4,0.39,0.32,0.07,17.94871795,2,Antibiotic Treated,0.07
268,4,LH-5,A,C,7,0.4,0.33,0.07,17.5,2,Antibiotic Treated,0.07
304,4,LH-7,A,C,11,0.41,0.34,0.07,17.07317073,2,Antibiotic Treated,0.07
400,4,LH-5,A,D,11,0.41,0.34,0.07,17.07317073,2,Antibiotic Treated,0.07
484,4,ELK-1,H,E,9,0.4,0.33,0.07,17.5,2,Antibiotic Treated,0.07
592,4,ELK-4,H,F,11,0.38,0.31,0.07,18.42105263,2,Antibiotic Treated,0.07
652,4,ELK-7,H,G,5,0.37,0.3,0.07,18.91891892,2,Antibiotic Treated,0.07
748,4,ELK-6,H,H,3,0.4,0.33,0.07,17.5,2,Antibiotic Treated,0.07
568,4,LH-4,A,F,9,0.38,0.3,0.08,21.05263158,2,Antibiotic Treated,0.08
88,4,CONTROL,C,A,11,0.37,0.29,0.08,21.62162162,2,Antibiotic Treated,0.08
616,4,CONTROL,C,G,2,0.38,0.3,0.08,21.05263158,2,Antibiotic Treated,0.08
40,4,ELK-7,H,A,6,0.39,0.31,0.08,20.51282051,2,Antibiotic Treated,0.08
184,4,ELK-3,H,B,11,0.42,0.34,0.08,19.04761905,2,Antibiotic Treated,0.08
796,4,ELK-6,H,H,8,0.36,0.28,0.08,22.22222222,2,Antibiotic Treated,0.08
16,4,LH-4,A,A,3,0.4,0.31,0.09,22.5,2,Antibiotic Treated,0.09
124,4,CONTROL,C,B,6,0.4,0.31,0.09,22.5,2,Antibiotic Treated,0.09
412,4,ELK-2,H,D,12,0.4,0.31,0.09,22.5,2,Antibiotic Treated,0.09
448,4,ELK-3,H,E,3,0.39,0.3,0.09,23.07692308,2,Antibiotic Treated,0.09
700,4,LH-5,A,G,9,0.42,0.32,0.1,23.80952381,2,Antibiotic Treated,0.1
736,4,LH-1,A,G,12,0.41,0.31,0.1,24.3902439,2,Antibiotic Treated,0.1
4,4,CONTROL,C,A,2,0.4,0.3,0.1,25,2,Antibiotic Treated,0.1
496,4,CONTROL,C,E,11,0.39,0.29,0.1,25.64102564,2,Antibiotic Treated,0.1
172,4,ELK-1,H,B,10,0.4,0.3,0.1,25,2,Antibiotic Treated,0.1
208,4,ELK-9,H,C,2,0.39,0.29,0.1,25.64102564,2,Antibiotic Treated,0.1
316,4,ELK-2,H,D,1,0.42,0.32,0.1,23.80952381,2,Antibiotic Treated,0.1
28,4,LH-9,A,A,5,0.39,0.28,0.11,28.20512821,2,Antibiotic Treated,0.11
388,4,LH-2,A,D,10,0.46,0.34,0.12,26.08695652,2,Antibiotic Treated,0.12
424,4,CONTROL,C,E,1,0.38,0.26,0.12,31.57894737,2,Antibiotic Treated,0.12
832,4,ELK-5,H,H,12,0.39,0.27,0.12,30.76923077,2,Antibiotic Treated,0.12
256,4,CONTROL,C,C,6,0.43,0.28,0.15,34.88372093,2,Antibiotic Treated,0.15
580,4,CONTROL,C,F,10,0.42,0.26,0.16,38.0952381,2,Antibiotic Treated,0.16
653,5,ELK-7,H,G,5,0.34,0.33,0.01,2.941176471,3,Untreated,0.01
305,5,LH-7,A,C,11,0.34,0.32,0.02,5.882352941,3,Untreated,0.02
545,5,LH-7,A,F,6,0.35,0.33,0.02,5.714285714,3,Untreated,0.02
677,5,LH-7,A,G,7,0.34,0.31,0.03,8.823529412,3,Untreated,0.03
821,5,LH-10,A,H,10,0.31,0.28,0.03,9.677419355,3,Untreated,0.03
593,5,ELK-4,H,F,11,0.35,0.32,0.03,8.571428571,3,Untreated,0.03
557,5,LH-3,A,F,8,0.38,0.34,0.04,10.52631579,3,Untreated,0.04
341,5,LH-1,A,D,6,0.34,0.29,0.05,14.70588235,3,Untreated,0.05
437,5,LH-1,A,E,2,0.36,0.31,0.05,13.88888889,3,Untreated,0.05
617,5,CONTROL,C,G,2,0.37,0.32,0.05,13.51351351,3,Untreated,0.05
41,5,ELK-7,H,A,6,0.39,0.34,0.05,12.82051282,3,Untreated,0.05
