"","Feature","Combined_Name","Scan","row.m.z","row.retention.time","neutral.M.mass","best.ion","correlation.group.ID","annotation.network.number","partners","FBMN_cluster","FBMN_Compound_Name","sus_deltamz","Sirius_precursorFormula","FBMN_superclass","FBMN_class","FBMN_subclass","FBMN_npclassifier_superclass","FBMN_npclassifier_class","FBMN_npclassifier_pathway","CMMC_NPClassifier_class","CMMC_NPClassifier_superclass","CMMC_NPClassifier_pathway","Sirius_NPC.superclass","Sirius_NPC.class","Sirius_NPC.pathway","Sirius_NPC.pathway.Probability","Sirius_NPC.superclass.Probability","Sirius_NPC.class.Probability","Sirius_ClassyFire.all.classifications","Sirius_ClassyFire.superclass","Sirius_ClassyFire.superclass.probability","Sirius_ClassyFire.class","Sirius_ClassyFire.class.Probability","Sirius_ClassyFire.subclass","Sirius_ClassyFire.subclass.Probability","Sirius_ClassyFire.level.5","Sirius_ClassyFire.level.5.Probability","Sirius_ClassyFire.most.specific.class","Sirius_ClassyFire.most.specific.class.Probability","row.ion.mobility","row.ion.mobility.unit","row.CCS","auto.MS2.verify","identified.by.n.","FBMN_SpectrumID","FBMN_LibraryName","FBMN_MQScore","FBMN_TIC_Query","FBMN_RT_Query","FBMN_MZErrorPPM","FBMN_SharedPeaks","FBMN_MassDiff","FBMN_SpecMZ","FBMN_SpecCharge","FBMN_NumberHits","FBMN_Ion_Source","FBMN_Instrument","FBMN_Compound_Source","FBMN_Adduct","FBMN_Precursor_MZ","FBMN_ExactMass","FBMN_Charge","FBMN_CAS_Number","FBMN_Pubmed_ID","FBMN_INCHI","FBMN_Library_Class","FBMN_IonMode","FBMN_Organism","FBMN_LibMZ","FBMN_UpdateWorkflowName","FBMN_LibraryQualityString","FBMN_tags","FBMN_molecular_formula","FBMN_InChIKey","FBMN_InChIKey.Planar","FBMN_library_usi","CMMC_LibrarySpectrumID","CMMC_prec_mz","CMMC_MQScore","CMMC_LibSearchSharedPeaks","CMMC_ParentMassDiff","CMMC_input_name","CMMC_input_molecule_origin","CMMC_input_original_molecule_name","CMMC_input_original_molecule_structure","CMMC_input_microbe_ncbi","CMMC_input_microbe_name","CMMC_input_microbe_DNARNA","CMMC_input_microbial_community","CMMC_input_microbial_community_description","CMMC_input_biosynthesis_mibig","CMMC_input_biosynthesis_genes","CMMC_input_biosynthesis_description","CMMC_input_source","CMMC_input_activity","CMMC_input_concentration_activity","CMMC_input_phenotype_associated","CMMC_input_phenotype_direction","CMMC_input_concentration_phenotype","CMMC_input_references","CMMC_input_comment","CMMC_database_id","Sirius_formulaRank","Sirius_molecularFormula","Sirius_adduct","Sirius_ZodiacScore.x","Sirius_SiriusScoreNormalized.x","Sirius_SiriusScore.x","Sirius_TreeScore","Sirius_IsotopeScore","Sirius_numExplainedPeaks","Sirius_explainedIntensity","Sirius_medianMassErrorFragmentPeaks.ppm.","Sirius_medianAbsoluteMassErrorFragmentPeaks.ppm.","Sirius_massErrorPrecursor.ppm.","Sirius_lipidClass","Sirius_ionMass","Sirius_structurePerIdRank","Sirius_Structure_ConfidenceScoreExact","Sirius_Structure_ConfidenceScoreApproximate","Sirius_CSI.FingerIDScore","Sirius_ZodiacScore.y","Sirius_SiriusScoreNormalized.y","Sirius_SiriusScore.y","Sirius_InChI","Sirius_name","Sirius_smiles","Sirius_pubchemids","Sirius_xlogp","Sirius_dbflags"
"6500","Feature_46512","Feature_46512_FBMN_nor-deoxycholic-acid_2-butene-1,4-diol [CCS=200.43850708007812]_SIRIUS_C37H64O7",46512,643.450432266515,10.658355,NA,"",NA,NA,"",-1,"nor-deoxycholic-acid_2-butene-1,4-diol [CCS=200.43850708007812]","N","C37H64NaO7+","N/A","N/A","N/A","Steroids","Cholestane steroids","Terpenoids",NA,NA,NA,"Triterpenoids","Open-chain polyketides","Terpenoids",0.818,0.315,0.081,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities","Lipids and lipid-like molecules",0.982,"Steroids and steroid derivatives",0.53,"",NA,"",NA,"Steroids and steroid derivatives",0.53,NA,NA,NA,"",NA,"CCMSLIB00017428670","GNPS-ION-MOBILITY-LIBRARY.mgf",0.787969,916971,0,432025,10,194.121,643.45,1,1,"LC-ESI","ToF","Crude","[M+H]+",449.329,448.322,1,"N/A","N/A","InChI=1S/C27H44O5/c1-17(14-25(31)32-13-5-4-12-28)21-8-9-22-20-7-6-18-15-19(29)10-11-26(18,2)23(20)16-24(30)27(21,22)3/h4-5,17-24,28-30H,6-16H2,1-3H3/t17-,18-,19-,20+,21-,22+,23+,24+,26+,27-/m1/s1",1,"Positive","GNPS-ION-MOBILITY-LIBRARY",449.329,"UPDATE-SINGLE-ANNOTATED-GOLD","Gold","","C27H44O5","JAHJDHJREKPRFO-DIENXTIDSA-N","JAHJDHJREKPRFO","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00017428670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C37H64O7","[M + Na]+",1,0.061,122.154,122.154,0,39,0.978,3.518,3.667,-6.209,"",643.45,1,0.053,0.053,-274.861,1,0.061,122.154,"InChI=1S/C37H64O7/c1-26(2)7-6-8-27(3)31-11-12-32-30-10-9-29-23-28(13-16-36(29,4)33(30)14-17-37(31,32)5)15-18-41-19-20-43-25-35(40)44-22-21-42-24-34(38)39/h9,26-28,30-33,35,40H,6-8,10-25H2,1-5H3,(H,38,39)","2-[2-[2-[2-[2-[(10R,13R,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]ethoxy]ethoxy]-1-hydroxyethoxy]ethoxy]acetic acid","CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)CCOCCOCC(O)OCCOCC(=O)O)C)C","69276564",8.6,2
"6501","Feature_46525","Feature_46525_SIRIUS_C41H64O7",46525,651.460414373318,10.575298,NA,"",NA,NA,"",490,NA,"N","C41H63O6+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linear polyketides","Open-chain polyketides","Polyketides",0.457,0.17,0.267,"Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities","Lipids and lipid-like molecules",0.914,"Prenol lipids",0.623,"",NA,"",NA,"Prenol lipids",0.623,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C41H64O7","[M - H2O + H]+",0.593,0.333,30.27,22.63,7.64,15,0.893,2.874,5.481,-27648.757,"",651.46,2,0.039,0.039,-406.245,0.593,0.333,30.27,"InChI=1S/C41H64O7/c1-9-10-11-12-13-14-15-16-33(44)47-32-19-20-37(4)29-18-21-38(5)27(26-23-28(46-35(26)45)34-39(6,25-42)48-34)17-22-40(38,7)41(29,8)31(43)24-30(37)36(32,2)3/h10-11,13-16,26-32,34-35,42-43,45H,9,12,17-25H2,1-8H3","Pancastatin B","CCC=CCC=CC=CC(=O)OC1CCC2(C3CCC4(C(CCC4(C3(C(CC2C1(C)C)O)C)C)C5CC(OC5O)C6C(O6)(C)CO)C)C","132524306",8.3,70
"6502","Feature_46537","Feature_46537_SIRIUS_C37H63N3O4",46537,614.487273199563,10.663174,NA,"",1024,NA,"",-1,NA,"N","C37H64N3O4+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C37H63N3O4","[M + H]+",1,0.911,3.277,3.277,0,1,1,2.841,2.841,-3.033,"",614.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6503","Feature_46550","Feature_46550_SIRIUS_C45H68O5",46550,706.538687837673,10.655879,NA,"",NA,NA,"",-1,NA,"N","C45H72NO5+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Triterpenoids","Carotenoids (C40, β-β)","Terpenoids",0.995,0.567,0.166,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid esters; Triterpenoids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities","Lipids and lipid-like molecules",0.984,"Prenol lipids",0.892,"Triterpenoids",0.615,"",NA,"Triterpenoids",0.615,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C45H68O5","[M + H3N + H]+",1,1,16.089,16.089,0,3,0.891,-4.982,5.193,-2.563,"DG(30:7_12:3)",706.539,1,0.017,0.011,-244.061,1,1,16.089,"InChI=1S/C45H68O5/c1-3-5-7-9-11-13-15-17-19-21-22-24-25-27-29-31-33-35-37-39-44(47)49-42-43(41-46)50-45(48)40-38-36-34-32-30-28-26-23-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,22,24,26-29,32,34,43,46H,3-4,9-10,15-16,21,23,25,30-31,33,35-42H2,1-2H3","3-hydroxy-2-(icosa-5,8,11,14,17-pentaenoyloxy)propyl docosa-7,10,13,16,19-pentaenoate","CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)OCC(CO)OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC","53478505;134723962;162810383;76040982",12.1,4348444714
"6504","Feature_46563","Feature_46563_SIRIUS_C48H74O12",46563,865.505453065444,10.67184,NA,"",NA,NA,"",-1,NA,"N","C48H74NaO12+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Triterpenoids","Open-chain polyketides","Terpenoids",0.735,0.158,0.091,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities","Lipids and lipid-like molecules",0.954,"Prenol lipids",0.807,"Terpene glycosides",0.574,"",NA,"Terpene glycosides",0.574,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C48H74O12","[M + Na]+",0.99,0.916,36.953,36.953,0,11,0.941,1.675,4.063,-2.078,"",865.505,1,0.162,0.162,-509.04,0.99,0.916,36.953,"InChI=1S/C48H74O12/c1-14-25(3)40(54)58-36-27(5)56-42(35(52)37(36)59-41(55)26(4)15-2)60-39-38(53)48(24-49)30(22-43(39,7)8)29-16-17-32-45(11)20-19-33(51)44(9,10)31(45)18-21-46(32,12)47(29,13)23-34(48)57-28(6)50/h14-16,27,30-39,42,49,51-53H,17-24H2,1-13H3","","CC=C(C)C(=O)OC1C(OC(C(C1OC(=O)C(=CC)C)O)OC2C(C3(C(CC2(C)C)C4=CCC5C6(CCC(C(C6CCC5(C4(CC3OC(=O)C)C)C)(C)C)O)C)CO)O)C","",7.058,8388608
"6505","Feature_46568","Feature_46568_SIRIUS_C33H38O7",46568,593.277293670014,10.482416,NA,"",NA,NA,"",-1,NA,"N","C34H41O9+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C33H38O7","[M + CH2O2 + H]+",0.355,0.353,9.191,4.207,4.984,0,NA,3.234,3.234,4.687,"",593.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6506","Feature_46571","Feature_46571_SIRIUS_C25H47N3O",46571,428.361480022173,10.813987,NA,"",1019,NA,"",-1,NA,"N","C25H47N3NaO+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fatty amides","Open-chain polyketides","Fatty acids",0.563,0.119,0.103,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Lipids and lipid-like molecules",0.801,"Fatty Acyls",0.526,"",NA,"",NA,"Fatty Acyls",0.526,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C25H47N3O","[M + Na]+",0.797,0.928,12.949,12.949,0,4,0.72,1.23,1.23,0.808,"",428.361,1,0.05,0.05,-221.315,0.797,0.928,12.949,"InChI=1S/C25H47N3O/c1-4-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25-27-21-23-28(25,5-2)22-20-26-24(3)29/h4,6,21,23,25,27H,5,7-20,22H2,1-3H3/p+1","1-[2-(Acetylamino)ethyl]-1-ethyl-2-(14-hexadecenyl)-4-imidazoline-1-ium","CC[N+]1(C=CNC1CCCCCCCCCCCCCC=CC)CCNC(=O)C","101331478",7.5,2
"6507","Feature_46583","Feature_46583_SIRIUS_C36H61NO6",46583,604.45874096995,10.632981,NA,"",NA,NA,"",174,NA,"N","C36H62NO6+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eicosanoids","Leukotrienes","Fatty acids",0.935,0.359,0.165,"Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Lipids and lipid-like molecules",0.867,"Fatty Acyls",0.777,"Fatty amides",0.511,"",NA,"Fatty amides",0.511,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C36H61NO6","[M + H]+",0.979,0.302,85.437,85.437,0,20,0.974,3.217,3.217,2.605,"",604.459,1,0.172,0.172,-387.006,0.979,0.302,85.437,"InChI=1S/C36H61NO6/c1-3-5-7-8-9-10-11-12-13-17-21-26-33(40)32(30-38)37-36(43)29-23-28-35(42)34(41)27-22-18-15-14-16-20-25-31(39)24-19-6-4-2/h6,14-16,18-22,25-27,31-35,38-42H,3-5,7-13,17,23-24,28-30H2,1-2H3,(H,37,43)","","CCCCCCCCCCCC=CC(C(CO)NC(=O)CCCC(C(C=CC=CC=CC=CC(CC=CCC)O)O)O)O","156997469",7.2,10
"6508","Feature_46616","Feature_46616_SIRIUS_C53H80O5",46616,819.581972523332,10.690012,NA,"",1024,NA,"",-1,NA,"N","C53H80NaO5+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C53H80O5","[M + Na]+",0.259,0.251,4.5,4.5,0,1,1,-4.725,4.725,-9.549,"",819.582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6509","Feature_46637","Feature_46637_SIRIUS_C30H58NO3",46637,462.431326894134,10.694389,480.44284,"[M-H2O+?]+",991,929,"46657;46637",-1,NA,"N","C30H56NO2+",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C30H58NO3","[M - H3O + H]+",0.899,0.904,7.394,7.394,0,1,1,0.593,0.593,-41125.276,"",462.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6510","Feature_46638","Feature_46638_CMMC_Serotonin-C20:0_FBMN_N-arachinoyl-5-hydroxytryptamide_SIRIUS_C32H54N2O2",46638,499.426445699863,10.684812,NA,"",NA,NA,"",1428,"N-arachinoyl-5-hydroxytryptamide","N","C32H55N2O2+","Organoheterocyclic compounds","Indoles and derivatives","Tryptamines and derivatives","Fatty amides","N-acyl amines","Fatty acids","N-acyl amines","Fatty amides","Fatty acids","Fatty amides","N-acyl amines","Fatty acids",0.951,0.955,0.963,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyrroles; Phenols; Tryptamines and derivatives; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Serotonins; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxyindoles; 3-alkylindoles; N-acylserotonins; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities","Organoheterocyclic compounds",1,"Indoles and derivatives",1,"Tryptamines and derivatives",0.998,"Serotonins",1,"N-acylserotonins",1,NA,NA,NA,"",NA,"CCMSLIB00003142443","GNPS-LIBRARY.mgf",0.955028,958426,0,59469.4,9,28.0334,499.426,1,1,"LC-ESI","Orbitrap","Isolated","M+H",471.393,470.387,1," "," ","InChI=1S/C30H50N2O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-30(34)31-23-22-26-25-32-29-21-20-27(33)24-28(26)29/h20-21,24-25,32-33H,2-19,22-23H2,1H3,(H,31,34)",3,"Positive","GNPS-LIBRARY",471.393,"UPDATE-SINGLE-ANNOTATED-BRONZE","Bronze","","C30H50N2O2","UDTZTAZZFLXENU-UHFFFAOYSA-N","UDTZTAZZFLXENU","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00003142443","mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012718379",499.426,0.967379,9,28.0315,"Serotonin-C20:0","Unknown/Undefined","nan","nan","73499","Lecanicillium psalliotae","nan",NA,"nan","nan","nan","nan","Microbial","nan","nan","nan","nan","nan","nan","Compound detected at least 3 times in microbial monocultures in microbeMASST and not detected in human cell lines. Smiles depicts a general structure. Isomers are possible.","0a616aec690647a5998cbecaa86ccd1c-204c80af-b011-435e-a59f-0658661cdd16",1,"C32H54N2O2","[M + H]+",1,1,48.6,42.238,6.362,10,0.993,1.601,1.601,1.291,"",499.426,1,0.846,0.846,-68.657,1,1,48.6,"InChI=1S/C32H54N2O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(36)33-25-24-28-27-34-31-23-22-29(35)26-30(28)31/h22-23,26-27,34-35H,2-21,24-25H2,1H3,(H,33,36)","Scorodocarpine A","CCCCCCCCCCCCCCCCCCCCCC(=O)NCCC1=CNC2=C1C=C(C=C2)O","179356",10.375,139858018322
"6511","Feature_46654","Feature_46654_FBMN_DG(18:4/18:2/0:0); [M+NH4]+ C39H68N1O5_SIRIUS_C41H79N3O12",46654,806.579151196983,10.690775,NA,"",990,NA,"",-1,"DG(18:4/18:2/0:0); [M+NH4]+ C39H68N1O5","N","C41H80N3O12+","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA,"Macrolides","Open-chain polyketides","Polyketides",0.5,0.477,0.349,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Lipids and lipid-like molecules",0.861,"Fatty Acyls",0.682,"Fatty amides",0.71,"N-acyl amines",0.714,"N-acyl amines",0.714,NA,NA,NA,"",NA,"CCMSLIB00010070205","PNNL-LIPIDS-POSITIVE.mgf",0.783021,393621,0,279249,13,176.069,806.579,1,1,"LC-ESI","HCD; Velos","Commercial","M+NH4",630.51,0,1,"N/A","N/A","N/A",1,"Positive","PNNL-LIPIDS-POSITIVE",630.51,"UPDATE-SINGLE-ANNOTATED-GOLD","Gold","","N/A","N/A","N/A","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00010070205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C41H79N3O12","[M + H]+",1,1,76.266,76.266,0,28,0.976,4.056,4.056,6.817,"",806.579,1,0.111,0.111,-445.023,1,1,76.266,"InChI=1S/C41H79N3O12/c1-15-17-42-22-41(50)28(8)53-31(20-39(41,10)51-14)55-33-25(5)35(56-37-32(45)29(44(12)13)18-24(4)52-37)38(9,48)19-23(3)21-43-27(7)34(46)40(11,49)30(16-2)54-36(47)26(33)6/h23-35,37,42-43,45-46,48-50H,15-22H2,1-14H3","(2R,3S,4R,5R,8R,11R,12S,13S,14R)-11-[(3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyl-5-(propylaminomethyl)oxan-2-yl]oxy-3,5,8,10,12,14-hexamethyl-1-oxa-6-azacyclopentadecan-15-one","CCCNCC1(C(OC(CC1(C)OC)OC2C(C(C(CC(CNC(C(C(C(OC(=O)C2C)CC)(C)O)O)C)C)(C)O)OC3C(C(CC(O3)C)N(C)C)O)C)C)O","154809597;154824930;124794797;124794798;124794799;124794800;58898533;9832301;9875720;9897966;23281415;23375849;23376099;147707306;147707309;163596680;129606818;134694983;23558714;161486144;137705308;59037906;59037909;145705935;89517704;126684090;56841565;139592814;73345270;90886753;142078193;71772547;131851354;45256210;59915349;91037183;117717239;11765882;122405298;71188113;71256335;57149536",2.763,137561899374
