"","Feature","Combined_Name","Scan","row.m.z","row.retention.time","neutral.M.mass","best.ion","correlation.group.ID","annotation.network.number","partners","FBMN_cluster","FBMN_Compound_Name","sus_deltamz","Sirius_precursorFormula","FBMN_superclass","FBMN_class","FBMN_subclass","FBMN_npclassifier_superclass","FBMN_npclassifier_class","FBMN_npclassifier_pathway","CMMC_NPClassifier_class","CMMC_NPClassifier_superclass","CMMC_NPClassifier_pathway","Sirius_NPC.superclass","Sirius_NPC.class","Sirius_NPC.pathway","Sirius_NPC.pathway.Probability","Sirius_NPC.superclass.Probability","Sirius_NPC.class.Probability","Sirius_ClassyFire.all.classifications","Sirius_ClassyFire.superclass","Sirius_ClassyFire.superclass.probability","Sirius_ClassyFire.class","Sirius_ClassyFire.class.Probability","Sirius_ClassyFire.subclass","Sirius_ClassyFire.subclass.Probability","Sirius_ClassyFire.level.5","Sirius_ClassyFire.level.5.Probability","Sirius_ClassyFire.most.specific.class","Sirius_ClassyFire.most.specific.class.Probability","row.ion.mobility","row.ion.mobility.unit","row.CCS","auto.MS2.verify","identified.by.n.","FBMN_SpectrumID","FBMN_LibraryName","FBMN_MQScore","FBMN_TIC_Query","FBMN_RT_Query","FBMN_MZErrorPPM","FBMN_SharedPeaks","FBMN_MassDiff","FBMN_SpecMZ","FBMN_SpecCharge","FBMN_NumberHits","FBMN_Ion_Source","FBMN_Instrument","FBMN_Compound_Source","FBMN_Adduct","FBMN_Precursor_MZ","FBMN_ExactMass","FBMN_Charge","FBMN_CAS_Number","FBMN_Pubmed_ID","FBMN_INCHI","FBMN_Library_Class","FBMN_IonMode","FBMN_Organism","FBMN_LibMZ","FBMN_UpdateWorkflowName","FBMN_LibraryQualityString","FBMN_tags","FBMN_molecular_formula","FBMN_InChIKey","FBMN_InChIKey.Planar","FBMN_library_usi","CMMC_LibrarySpectrumID","CMMC_prec_mz","CMMC_MQScore","CMMC_LibSearchSharedPeaks","CMMC_ParentMassDiff","CMMC_input_name","CMMC_input_molecule_origin","CMMC_input_original_molecule_name","CMMC_input_original_molecule_structure","CMMC_input_microbe_ncbi","CMMC_input_microbe_name","CMMC_input_microbe_DNARNA","CMMC_input_microbial_community","CMMC_input_microbial_community_description","CMMC_input_biosynthesis_mibig","CMMC_input_biosynthesis_genes","CMMC_input_biosynthesis_description","CMMC_input_source","CMMC_input_activity","CMMC_input_concentration_activity","CMMC_input_phenotype_associated","CMMC_input_phenotype_direction","CMMC_input_concentration_phenotype","CMMC_input_references","CMMC_input_comment","CMMC_database_id","Sirius_formulaRank","Sirius_molecularFormula","Sirius_adduct","Sirius_ZodiacScore.x","Sirius_SiriusScoreNormalized.x","Sirius_SiriusScore.x","Sirius_TreeScore","Sirius_IsotopeScore","Sirius_numExplainedPeaks","Sirius_explainedIntensity","Sirius_medianMassErrorFragmentPeaks.ppm.","Sirius_medianAbsoluteMassErrorFragmentPeaks.ppm.","Sirius_massErrorPrecursor.ppm.","Sirius_lipidClass","Sirius_ionMass","Sirius_structurePerIdRank","Sirius_Structure_ConfidenceScoreExact","Sirius_Structure_ConfidenceScoreApproximate","Sirius_CSI.FingerIDScore","Sirius_ZodiacScore.y","Sirius_SiriusScoreNormalized.y","Sirius_SiriusScore.y","Sirius_InChI","Sirius_name","Sirius_smiles","Sirius_pubchemids","Sirius_xlogp","Sirius_dbflags"
"13","Feature_463","Feature_463",463,304.969482478673,0.57124585,147.01879,"[2M-C2H4+K]+",67,13,"463;562",-1,NA,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MS/MS verified: nloss",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","Feature_465","Feature_465_SIRIUS_C5H8MgN3O3PS",465,245.99420216325,0.5964035,NA,"",67,NA,"",60,NA,"N","C5H9MgN3O3PS+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Histidine alkaloids","Imidazole alkaloids","Alkaloids",0.838,0.692,0.696,"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Organoheterocyclic compounds",0.93,"Heteroaromatic compounds",0.723,"",NA,"",NA,"Heteroaromatic compounds",0.723,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C5H8MgN3O3PS","[M + H]+",0.904,0.916,31.085,28.743,2.342,17,0.836,0.712,2.235,-2.101,"",245.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Feature_472","Feature_472_FBMN_5-Allyloxypsoralen CollisionEnergy:205060_SIRIUS_C4H7MgN2O3PS",472,260.010583689228,0.57303816,260.01111,"[M+?]+",67,11,"548;472",60,"5-Allyloxypsoralen CollisionEnergy:205060","N","C6H11MgN3O3PS+","Phenylpropanoids and polyketides","Coumarins and derivatives","Furanocoumarins","Coumarins","Furocoumarins|Simple coumarins","Shikimates and Phenylpropanoids",NA,NA,NA,"Pseudoalkaloids (transamidation)","Halogenated fatty acids","Alkaloids",0.503,0.099,0.197,"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Organoheterocyclic compounds",0.681,"Azacyclic compounds",0.543,"",NA,"",NA,"Azacyclic compounds",0.543,NA,NA,NA,"",2,"CCMSLIB00010116325","BERKELEY-LAB.mgf",0.873423,4258500,0,69716.3,6,16.9456,260.011,1,1,"LC-ESI","Orbitrap","Commercial","M+H",243.065,0,1,"N/A","N/A","""InChI=1S/C14H10O4/c1-2-4-16-12-8-14(15)18-13-7-11-9(3-5-17-11)6-10(12)13/h2-3,5-8H,1,4H2""",3,"Positive","BERKELEY-LAB",243.065,"UPDATE-SINGLE-ANNOTATED-BRONZE","Bronze","","C14H10O4","XQXYRKDJWKCBNK-UHFFFAOYSA-N","XQXYRKDJWKCBNK","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00010116325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C4H7MgN2O3PS","[M + C2H3N + H]+",0.926,0.328,52.471,47.298,5.173,14,0.415,0.462,1.205,0.819,"",260.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Feature_479","Feature_479_CMMC_fluorescein_FBMN_3-Hydroxymandelic acid_SIRIUS_C8H11NO5S2",479,266.017317743022,0.57367796,NA,"",67,NA,"",60,"3-Hydroxymandelic acid","N","C8H12NO5S2+","Benzenoids","Phenols","1-hydroxy-4-unsubstituted benzenoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","Shikimates and Phenylpropanoids","","","Shikimates and Phenylpropanoids","Small peptides","Aminoacids","Amino acids and Peptides",0.99,0.566,0.714,"Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Organic acids and derivatives",0.995,"Carboxylic acids and derivatives",0.982,"Amino acids, peptides, and analogues",0.748,"Amino acids and derivatives",0.747,"Alpha amino acids and derivatives",0.776,NA,NA,NA,"",NA,"CCMSLIB00012326493","MSNLIB-NEGATIVE.mgf",0.876194,4469620,0,592584,5,98.9823,266.017,1,1,"ESI","Orbitrap","Crude","[M-H]-",167.035,168.042,1,"N/A","N/A","InChI=1S/C8H8O4/c9-6-3-1-2-5(4-6)7(10)8(11)12/h1-4,7,9-10H,(H,11,12)",1,"Negative","MSNLIB-NEGATIVE",167.035,"UPDATE-SINGLE-ANNOTATED-GOLD","Gold","","C8H8O4","OLSDAJRAVOVKLG-UHFFFAOYSA-N","OLSDAJRAVOVKLG","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00012326493","mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005763925",266.017,0.809379,5,65.0437,"fluorescein","Drug","nan","nan","nan","nan","nan",NA,"nan","nan","nan","nan","Drug","Mechanism of action: NA. Therapeutic indication: ophthalmology diagnostic.","nan","nan","nan","nan","nan","Mechanism of action and therapeutic indication were retrieved from the drug library referenced.","0f3a8d00a3b647a4baee3e1b1238ce6a-03f82a94-7daa-4bd9-b41d-67da3ffce403",1,"C8H11NO5S2","[M + H]+",0.716,0.719,51.919,51.919,0,11,0.819,-5.649,5.85,8.192,"",266.017,3,0.047,0.047,-138.017,0.716,0.719,51.919,"InChI=1S/C8H11NO5S2/c1-5-4-15-6(8(11)12)7(5)16(13,14)9-2-3-10/h4,9-10H,2-3H2,1H3,(H,11,12)","3-(2-Hydroxyethylsulfamoyl)-4-methylthiophene-2-carboxylic acid","CC1=CSC(=C1S(=O)(=O)NCCO)C(=O)O","102748013",0.1,2
"17","Feature_483","Feature_483_SIRIUS_C12H9MgNO4Si",483,284.023420138345,0.5703708,NA,"",67,NA,"",60,NA,"N","C12H10MgNO4Si+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coumarins","Chromones","Shikimates and Phenylpropanoids",0.504,0.349,0.32,"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities","Benzenoids",0.736,"",NA,"",NA,"",NA,"Benzenoids",0.736,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C12H9MgNO4Si","[M + H]+",0.999,1,51.696,47.863,3.833,16,0.819,-0.535,2.462,3.583,"",284.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Feature_486","Feature_486_CMMC_phenacetin_FBMN_Massbank:FIO00689 Phenacetin_SIRIUS_C5H9N3O7",486,262.007269660476,0.5717836,NA,"",67,NA,"",-1,"Massbank:FIO00689 Phenacetin","N","C5H9KN3O7+","Benzenoids","Benzene and substituted derivatives","Anilides","","","Alkaloids|Shikimates and Phenylpropanoids","","","Alkaloids; Shikimates and Phenylpropanoids","Small peptides","Aminoacids","Amino acids and Peptides",0.618,0.623,0.4,"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Organic acids and derivatives",0.995,"Carboxylic acids and derivatives",0.986,"Amino acids, peptides, and analogues",0.917,"Amino acids and derivatives",0.914,"Alpha amino acids and derivatives",0.889,NA,NA,NA,"",NA,"CCMSLIB00005778012","MASSBANK.mgf",0.773412,1541900,0,454772,5,81.9053,262.007,1,1,"ESI","qTof","Isolated","M+H",180.102,0,1,"62-44-2","N/A","1S/C10H13NO2/c1-3-13-10-6-4-9(5-7-10)11-8(2)12/h4-7H,3H2,1-2H3,(H,11,12)",3,"Positive","MASSBANK",180.102,"UPDATE-SINGLE-ANNOTATED-BRONZE","Bronze","","C10H13NO2","CPJSUEIXXCENMM-UHFFFAOYSA-N","CPJSUEIXXCENMM","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00005778012","mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005778012",262.007,0.773412,5,81.9053,"phenacetin","Drug","nan","nan","nan","nan","nan",NA,"nan","nan","nan","nan","Drug","Mechanism of action: cyclooxygenase inhibitor. Therapeutic indication: pain relief.","nan","nan","nan","nan","nan","Mechanism of action and therapeutic indication were retrieved from the drug library referenced.","a116f07522d747b3be3ad27986e320b0-153db2d9-f853-4412-9a07-d75b3ee7fdb3",1,"C5H9N3O7","[M + K]+",0.999,0.999,70.339,70.339,0,20,0.79,-0.602,3.928,0.238,"",262.007,1,0.015,0.015,-180.77,0.999,0.999,70.339,"InChI=1S/C5H9N3O7/c9-3(10)1-2-4(11)15-5(6-12,7-13)8-14/h1-2,6-8,12-14H,(H,9,10)","(Z)-4-oxo-4-[tris(hydroxyamino)methoxy]but-2-enoic acid","C(=CC(=O)OC(NO)(NO)NO)C(=O)O","139645446",-5,2
"19","Feature_495","Feature_495_FBMN_Liquiritigenin_SIRIUS_C2H3N7O3",495,174.03867392591,0.75314254,NA,"",NA,NA,"",197,"Liquiritigenin","N","C2H4N7O3+","Phenylpropanoids and polyketides","Flavonoids","Flavans","Flavonoids","Flavanones","Shikimates and Phenylpropanoids",NA,NA,NA,"Pseudoalkaloids (transamidation)","Purine alkaloids","Alkaloids",0.874,0.94,0.98,"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Organoheterocyclic compounds",0.95,"Heteroaromatic compounds",0.892,"",NA,"",NA,"Heteroaromatic compounds",0.892,NA,NA,NA,"",NA,"CCMSLIB00006417961","BMDMS-NP.mgf",0.858591,4563300,0,323023,5,83.0433,174.039,1,1,"ESI","Orbitrap","Commercial standard","[M+H]+",257.082,256.074,1,"N/A","N/A","InChI=1S/C15H12O4/c16-10-3-1-9(2-4-10)14-8-13(18)12-6-5-11(17)7-15(12)19-14/h1-7,14,16-17H,8H2",1,"Positive","BMDMS-NP",257.082,"UPDATE-SINGLE-ANNOTATED-GOLD","Gold","","C15H12O4","FURUXTVZLHCCNA-UHFFFAOYSA-N","FURUXTVZLHCCNA","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00006417961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C2H3N7O3","[M + H]+",0.952,0.956,62.803,62.803,0,13,0.61,-8.093,8.176,9.519,"",174.039,1,0.179,0.179,-96.166,0.952,0.956,62.803,"InChI=1S/C2H3N7O3/c10-7-2-1(3-5-7)4-9(12)6-8(2)11/h5,10H,(H,3,4,6)","3H-1,2,3-Triazolo[4,5-e][1,2,3,4]tetrazine 1,5,7-trioxide","C12=C(N(NN1)O)[N+](=N[N+](=N2)[O-])[O-]","136846020",0.3,2
"20","Feature_497","Feature_497_SIRIUS_C6H7F3O4S2",497,302.936391544022,0.5748599,NA,"",67,NA,"",908,NA,"N","C6H7F3KO4S2+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fatty Acids and Conjugates","Halogenated fatty acids","Fatty acids",0.425,0.25,0.276,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Monocarboxylic acids and derivatives; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities","Organic acids and derivatives",0.918,"Carboxylic acids and derivatives",0.816,"Monocarboxylic acids and derivatives",0.537,"",NA,"Monocarboxylic acids and derivatives",0.537,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C6H7F3O4S2","[M + K]+",0.534,0.428,58.299,58.299,0,12,0.847,-1.301,1.719,-1.827,"",302.936,1,0.03,0.03,-106.081,0.534,0.428,58.299,"InChI=1S/C6H8F3O4S2/c7-6(8,9)15(11,12)13-14-3-1-5(10)2-4-14/h1-4H2/q+1","(4-Oxothian-1-ium-1-yl) trifluoromethanesulfonate","C1C[S+](CCC1=O)OS(=O)(=O)C(F)(F)F","88009226",1.2,2
"21","Feature_499","Feature_499_SIRIUS_C12H10O8S3",499,416.917164029362,0.5737909,NA,"",67,NA,"",704,NA,"N","C12H10KO8S3+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phenolic acids (C6-C1)","Simple phenolic acids","Shikimates and Phenylpropanoids",0.776,0.482,0.368,"Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities","Benzenoids",0.783,"",NA,"",NA,"",NA,"Benzenoids",0.783,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C12H10O8S3","[M + K]+",0.714,0.258,46.748,46.748,0,21,0.882,0.593,1.66,0.532,"",416.917,1,0.037,0.037,-171.498,0.714,0.258,46.748,"InChI=1S/C12H10O8S3/c13-21(14,9-5-1-3-7-11(9)22(15,16)17)10-6-2-4-8-12(10)23(18,19)20/h1-8H,(H,15,16,17)(H,18,19,20)","2-(2-Sulfophenyl)sulfonylbenzenesulfonic acid","C1=CC=C(C(=C1)S(=O)(=O)C2=CC=CC=C2S(=O)(=O)O)S(=O)(=O)O","172749",0.2,137439215618
"22","Feature_502","Feature_502_SIRIUS_C10H8MgN4O6S2",502,390.965400516187,0.57414055,367.9773,"[M+Na]+",67,14,"502;623",-1,NA,"N","C10H8MgN4NaO6S2+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"β-lactams","Cephalosporins","Amino acids and Peptides",0.711,0.108,0.335,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Nitrobenzenes; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities","Benzenoids",0.803,"Benzene and substituted derivatives",0.676,"Nitrobenzenes",0.595,"",NA,"Nitrobenzenes",0.595,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C10H8MgN4O6S2","[M + Na]+",0.96,0.881,35.896,30.408,5.488,22,0.801,4.492,4.492,6.68,"",390.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","Feature_508","Feature_508_FBMN_3,4'-DIHYDROXYFLAVONE",508,220.981241373395,0.57375824,109.98607,"[2M+H]+",67,12,"1918;508;592",-1,"3,4'-DIHYDROXYFLAVONE","N",NA,"Phenylpropanoids and polyketides","Flavonoids","Flavones","Flavonoids","Flavonols","Shikimates and Phenylpropanoids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"CCMSLIB00012297803","MSNLIB-NEGATIVE.mgf",0.724915,652820,0,126732,5,32.0697,220.981,1,1,"ESI","Orbitrap","Crude","[M-H]-",253.051,254.058,1,"N/A","N/A","InChI=1S/C15H10O4/c16-10-7-5-9(6-8-10)15-14(18)13(17)11-3-1-2-4-12(11)19-15/h1-8,16,18H",1,"Negative","MSNLIB-NEGATIVE",253.051,"UPDATE-SINGLE-ANNOTATED-GOLD","Gold","","C15H10O4","GPGOCTLAUAHUQO-UHFFFAOYSA-N","GPGOCTLAUAHUQO","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00012297803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","Feature_513","Feature_513_SIRIUS_C5H7N3O6",513,243.997114254174,0.57430667,NA,"",67,NA,"",60,NA,"N","C5H7KN3O6+",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Small peptides","Purine alkaloids","Amino acids and Peptides",0.458,0.341,0.26,"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Organic acids and derivatives",0.979,"Organic carbonic acids and derivatives",0.575,"Ureas",0.623,"",NA,"Ureas",0.623,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"C5H7N3O6","[M + K]+",0.968,0.922,35.544,35.544,0,9,0.29,-0.035,2.901,1.914,"",243.997,2,0.165,0.165,-109.389,0.968,0.922,35.544,"InChI=1S/C5H8N3O6/c1-2-8(14)4(10)6(12)3(9)7(13)5(8)11/h12-14H,2H2,1H3/q+1","1-Ethyl-1,3,5-trihydroxy-1,3,5-triazinan-1-ium-2,4,6-trione","CC[N+]1(C(=O)N(C(=O)N(C1=O)O)O)O","19914826",-1.4,2
"25","Feature_516","Feature_516_CMMC_citric acid_FBMN_ReSpect:PS036303 trans-Zeatin-riboside|trans-ribosylzeatin|9-(beta-D-Ribofuranosyl)-trans-zeatin|N6-(trans-4-Hydroxy-3-methyl-2-buten-1-yl)adenosine_SIRIUS_C7H6F2N2O2S",516,243.000833947621,0.57422346,NA,"",67,NA,"",60,"ReSpect:PS036303 trans-Zeatin-riboside|trans-ribosylzeatin|9-(beta-D-Ribofuranosyl)-trans-zeatin|N6-(trans-4-Hydroxy-3-methyl-2-buten-1-yl)adenosine","N","C7H6F2N2NaO2S+","N/A","N/A","N/A","Pseudoalkaloids","Purine alkaloids","Alkaloids","Hydroxy fatty acids","Fatty Acids and Conjugates","Fatty acids","Histidine alkaloids","Imidazole alkaloids","Alkaloids",0.424,0.025,0.026,"Organic compounds; Organoheterocyclic compounds; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl fluorides; Monocarboxylic acids and derivatives; Organofluorides; Thiazolecarboxylic acids and derivatives; 2,4,5-trisubstituted thiazoles; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities","Organoheterocyclic compounds",0.998,"Azoles",0.981,"Thiazoles",0.963,"2,4,5-trisubstituted thiazoles",0.736,"2,4,5-trisubstituted thiazoles",0.736,NA,NA,NA,"",NA,"CCMSLIB00000214797","RESPECT.mgf",0.857413,11332900,0,310382,5,109.369,243.001,1,1,"ESI","Flow-injection QqQ/MS","Isolated","[M+H]",352.37,0,1,"6025-53-2","N/A","InChI=1S/C15H21N5O5/c1-8(4-21)2-3-16-13-10-14(18-6-17-13)20(7-19-10)15-12(24)11(23)9(5-22)25-15/h2,6-7,9,11-12,15,21-24H,3-5H2,1H3,(H,16,17,18)",3,"Positive","RESPECT",352.37,"UPDATE-SINGLE-ANNOTATED-BRONZE","Bronze","","C15H21N5O5","GOSWTRUMMSCNCW-UHFFFAOYSA-N","GOSWTRUMMSCNCW","mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00000214797","mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006576061",243.001,0.719742,5,27.9808,"citric acid","Diet;Drug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diet;Drug","Mechanism of action: coagulation factor inhibitor. Therapeutic indication: NA.",NA,NA,NA,NA,NA,"Mechanism of action and therapeutic indication were retrieved from the drug library referenced.","a116f07522d747b3be3ad27986e320b0-5d1d50a9-dbc3-4632-97ac-b2f5182ef09e; 612851cccc704100bebfc3d082f191cd-780a3393-32f9-4c16-a0aa-058256bfedf7",1,"C7H6F2N2O2S","[M + Na]+",1,1,50.095,50.095,0,11,0.304,0.12,2.478,-0.805,"",243.001,1,0.071,0.071,-129.849,1,1,50.095,"InChI=1S/C7H6F2N2O2S/c1-2-14(12,13)7-5(6(8)9)10-3-4-11-7/h2-4,6H,1H2","2-(Difluoromethyl)-3-ethenylsulfonylpyrazine","C=CS(=O)(=O)C1=NC=CN=C1C(F)F","130571033",0.5,2
