,Domain,Phylum,Class,Order,Family,Genus,species,logFC,logCPM,PValue,FDR,Domain.1,Phylum.1,Class.1,Order.1,Family.1,Genus.1,species.1,Shape,Ord_Fam,Numb,FAM_ASV,Shape1,Treat
e58635da024cba851c640eb384bc8fad,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Unassigned,-4.514481963,9.648647969,3.70675891497262e-23,1.77183076135691e-21,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Unassigned,22,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",21,Antibiotic Treated
04ecfad5772d2e09a84a0f5ef460536c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Unassigned,-4.971358451,11.70982157,6.12790711194771e-27,3.79703281418093e-25,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Unassigned,22,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",21,Antibiotic Treated
b5956402a24a9153484f4249effcec18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Unassigned,-6.159979994,10.01574803,6.9718135894206e-25,3.76253036616151e-23,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,Unassigned,22,"Rhizobiales, Beijerinckiaceae","(6, 9)","Rhizobiales, Beijerinckiaceae, (6, 9)",21,Antibiotic Treated
cdd8c3a5d0e8d6c1d1941980fe3146c5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,7.246265881,11.24453013,1.41836577475277e-53,7.90975313720461e-51,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,21,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",22,Control
0ba210559c7884e7157bf87ac5a7acd8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,6.956893566,12.58116133,2.03743638974191e-27,1.36345243201528e-25,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,21,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",22,Control
4ddfecf6ecb6b5d42e544e1b3f95fd75,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_glacialis,4.666753671,8.820248435,3.89153460304701e-22,1.62763434772441e-20,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Devosia_glacialis,21,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",22,Control
487de539f50da640cd8914cea7821561,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,4.004648974,9.5008667,1.52118781955035e-17,4.62717676746862e-16,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,21,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",22,Control
0b3f323bde3767e11fa0140737540ed1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,3.813850075,7.875465263,1.69091199627402e-14,3.92902190245337e-13,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,21,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",22,Control
0b269937fcfd9ae9900dfd39b6ea6a09,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Unassigned,Unassigned,3.553514378,8.354336253,3.70471145406017e-10,5.48494005543598e-09,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Unassigned,Unassigned,21,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",22,Control
3d008a07a63e01193561eb4f27931678,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,3.508278962,9.85697468,1.0182855799841e-13,2.21245685105637e-12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,21,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",22,Control
4023515bdee1f6662e63ee75d6eacf0f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Arsenicitalea,Unassigned,3.076815052,10.70199647,2.55398596373509e-10,3.88438047029891e-09,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Arsenicitalea,Unassigned,21,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",22,Control
c4fa9756fb6d1bbcbe7d13a9d8625043,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,metagenome,3.048578923,8.654061082,8.77621977872557e-08,9.65830703836498e-07,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,metagenome,21,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",22,Control
1e4028e16e8a26c05eb591271673c696,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,3.045487795,8.378474228,3.71885113735738e-12,7.31957406211636e-11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,21,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",22,Control
bd217e3552c0912e166951d39a120601,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Unassigned,Unassigned,2.276882121,6.727519588,1.80114658383381e-05,0.000144871,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Unassigned,Unassigned,21,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",22,Control
f30fbcd9253a87306a2ffc0a1e4ba8da,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,1.872047652,6.531302471,8.15941977434965e-05,0.000571159,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,21,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",22,Control
547b78057390d8dd87e029218928ab3c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,-1.425613011,17.43795073,2.3328837268782e-07,2.45466319186618e-06,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,22,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",21,Antibiotic Treated
adbb307cde42728159560c872cb7edfa,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,-2.228068516,13.18460389,3.57621408910974e-13,7.47875771385074e-12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,22,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",21,Antibiotic Treated
5a018730b2dcf580851eae1cebb82efa,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,-2.631060531,7.054208579,2.4355611307264e-08,2.95267664616324e-07,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,Unassigned,22,"Rhizobiales, Devosiaceae","(3, 12)","Rhizobiales, Devosiaceae, (3, 12)",21,Antibiotic Treated
b4626f6f1fc371121aa5b25f0105050e,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,uncultured_bacterium,2.6255317,6.919252158,1.85848998358324e-06,1.76662144462202e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia,uncultured_bacterium,21,"Rhizobiales, Kaistiaceae","(0, 1)","Rhizobiales, Kaistiaceae, (0, 1)",22,Control
5073eb042f1600783fe65118c8151bc3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned,8.890154233,14.8943703,1.30009980618293e-72,2.17506697574403e-69,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned,21,"Rhizobiales, Rhizobiaceae","(2, 8)","Rhizobiales, Rhizobiaceae, (2, 8)",22,Control
fc6622c636a5210293fb2873fc4761d9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned,7.133281857,11.4380053,6.34642716703877e-43,1.51679609292226e-40,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned,21,"Rhizobiales, Rhizobiaceae","(2, 8)","Rhizobiales, Rhizobiaceae, (2, 8)",22,Control
8403b6dbf52ec50c0a7b83ee636cd6e9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,Unassigned,5.738426548,9.360932144,5.3652224697221e-37,7.48001432653756e-35,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,Unassigned,21,"Rhizobiales, Rhizobiaceae","(2, 8)","Rhizobiales, Rhizobiaceae, (2, 8)",22,Control
2653f9a6e90d957c951070035e6edeea,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned,4.706181163,8.762189318,1.8266859787074e-19,6.64357748342931e-18,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned,21,"Rhizobiales, Rhizobiaceae","(2, 8)","Rhizobiales, Rhizobiaceae, (2, 8)",22,Control
15d56c1957f615a428b92ab2d5f3e1ee,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Unassigned,Unassigned,3.834644884,10.75495877,1.05812394345022e-16,3.05214027136589e-15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Unassigned,Unassigned,21,"Rhizobiales, Rhizobiaceae","(2, 8)","Rhizobiales, Rhizobiaceae, (2, 8)",22,Control
0553ba55db6ec65d1aa6807be77a0047,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,Unassigned,3.703328057,7.636078272,1.34890946873941e-13,2.85661460911522e-12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter,Unassigned,21,"Rhizobiales, Rhizobiaceae","(2, 8)","Rhizobiales, Rhizobiaceae, (2, 8)",22,Control
1ec92d671ccfd5d924650b622d772b96,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudochrobactrum,Unassigned,3.237314869,7.304359579,4.46985034851944e-11,7.26025207094469e-10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudochrobactrum,Unassigned,21,"Rhizobiales, Rhizobiaceae","(2, 8)","Rhizobiales, Rhizobiaceae, (2, 8)",22,Control
c130baecd35f08a8f79bdfbdc0abb6c0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned,1.959954417,7.07222471,0.00010476,0.00071536,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned,21,"Rhizobiales, Rhizobiaceae","(2, 8)","Rhizobiales, Rhizobiaceae, (2, 8)",22,Control
06bb3fa895e072e060638ec1131d0d3c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned,-3.600562551,7.721335493,4.60755962747092e-06,4.05707750355729e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned,22,"Rhizobiales, Rhizobiaceae","(2, 8)","Rhizobiales, Rhizobiaceae, (2, 8)",21,Antibiotic Treated
a581b2d4607e97c5afb8a61b67a6ecd9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Unassigned,-4.054140387,7.961271235,1.43963578709078e-06,1.38420153551889e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Bartonella,Unassigned,22,"Rhizobiales, Rhizobiaceae","(2, 8)","Rhizobiales, Rhizobiaceae, (2, 8)",21,Antibiotic Treated
bbc1bb7a8a5b415829e3ce2b95d90958,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter,Phreatobacter_sp.,3.559898667,7.530739641,6.53058830828982e-12,1.22760384716504e-10,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter,Phreatobacter_sp.,21,"Rhizobiales, Rhizobiales_Incertae_Sedis","(0, 2)","Rhizobiales, Rhizobiales_Incertae_Sedis, (0, 2)",22,Control
743a2697f76671ae8d660065cbd133c6,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter,Phreatobacter_sp.,2.73015073,8.91260545,3.81123259125175e-08,4.45887561200292e-07,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Phreatobacter,Phreatobacter_sp.,21,"Rhizobiales, Rhizobiales_Incertae_Sedis","(0, 2)","Rhizobiales, Rhizobiales_Incertae_Sedis, (0, 2)",22,Control
ecde9c492f0ac777ce7626835c8f2f53,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned,-3.819275715,8.462987136,5.12954966623718e-13,1.04655324287985e-11,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned,22,"Rhizobiales, Xanthobacteraceae","(2, 0)","Rhizobiales, Xanthobacteraceae, (2, 0)",21,Antibiotic Treated
d829bee4984f82ffc2453212157caf96,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Unassigned,-4.238139979,12.78892488,3.40182078528552e-16,9.17942931255271e-15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Unassigned,22,"Rhizobiales, Xanthobacteraceae","(2, 0)","Rhizobiales, Xanthobacteraceae, (2, 0)",21,Antibiotic Treated
69e60a7780ed19b0d4dfcaf34837aa88,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Unassigned,6.683225824,11.14645624,9.35905002353723e-22,3.81894894862873e-20,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Unassigned,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
a79ee61cdcff5ce3ea7edf8b58e5aaa9,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Unassigned,6.662680129,11.19442819,5.78783544842055e-27,3.72424950200291e-25,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Unassigned,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
75b50c2d86262910175bd5827b15cfd2,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,metagenome,4.063750128,7.912496852,1.50194348796501e-11,2.59046541790254e-10,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,metagenome,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
ad16b779f2ec6d8afc200de7c5d2f39a,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Unassigned,4.00371646,11.21517499,1.66566207941962e-10,2.60434827931684e-09,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Unassigned,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
7af8739730f4ddeef964ba0a57b3b6f5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unassigned,Unassigned,3.988634625,8.012958958,5.68427969477178e-09,7.48803144043559e-08,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Unassigned,Unassigned,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
dfdaf52db0c945f03f32a278f5bb7a62,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Unassigned,3.80780013,7.714588175,2.8006029821204e-11,4.68540878908742e-10,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Unassigned,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
0c4f699fec9cf980e6c3f2e616a3f393,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,uncultured_bacterium,2.725825469,6.978185143,1.11387124658267e-07,1.21006921787845e-06,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,uncultured_bacterium,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
9c038c39cdaf030d74210a7b5a5f0734,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,uncultured_bacterium,2.593225937,6.900454089,1.91911929082811e-05,0.00015289,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,uncultured_bacterium,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
c31de58606c3fefc2ee6a4d120abcda8,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,Unassigned,2.455743347,6.823255297,4.46864360218995e-05,0.000330798,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,Unassigned,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
b5e6d073ba80b055fa84cb7c17917c16,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassigned,2.429418153,6.808822075,3.6139398093877e-06,3.23321994711531e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassigned,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
7f21003fe742338c8f7a8a64cde474cf,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned,2.185297242,6.68066876,2.19203949127047e-05,0.000171368,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
97991ce469a1cc109b514c89920eaa50,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned,2.105118591,6.640812665,7.48190925123831e-06,6.41909444990856e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
fed24691259ad53bae4ae128168a1870,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Unassigned,2.001403754,6.590947541,8.54536087793563e-05,0.000595683,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,Unassigned,21,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",22,Control
34cab540092926e6656a9e0c4d1cf580,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned,-2.588970053,8.16525694,7.58806912412518e-05,0.000535647,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Unassigned,22,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",21,Antibiotic Treated
65e53cfa8512dd27d6d31742cd674e62,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassigned,-3.434743866,8.113828973,2.65541110732833e-06,2.42759714894005e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Unassigned,22,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",21,Antibiotic Treated
d404761182ab38195d5245681f2452f5,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_koreensis,-8.422639026,16.17806565,9.97398106212641e-41,1.66864703169375e-38,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_koreensis,22,"Sphingomonadales, Sphingomonadaceae","(3, 13)","Sphingomonadales, Sphingomonadaceae, (3, 13)",21,Antibiotic Treated
496ecde24f9ab698992413d3d4f04b5f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_rhizophila,4.631405994,13.59899274,1.73628545300834e-22,7.64422516548146e-21,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_rhizophila,21,"Xanthomonadales, Xanthomonadaceae","(0, 3)","Xanthomonadales, Xanthomonadaceae, (0, 3)",22,Control
2e047169d86b6f8f81a14f84fe4c9023,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_rhizophila,4.025461818,12.18914672,4.58084589312302e-15,1.16117502715073e-13,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_rhizophila,21,"Xanthomonadales, Xanthomonadaceae","(0, 3)","Xanthomonadales, Xanthomonadaceae, (0, 3)",22,Control
145e42f90511a48e84b834c7e38f678a,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_nitritireducens,2.56256113,9.493906654,1.10457559512915e-06,1.07439242479713e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas_nitritireducens,21,"Xanthomonadales, Xanthomonadaceae","(0, 3)","Xanthomonadales, Xanthomonadaceae, (0, 3)",22,Control
1c7843baf6fa610f6910de195f1b0bd5,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Unassigned,5.335384179,9.823091454,9.73995207610524e-33,9.05274434629115e-31,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Unassigned,21,"Chlamydiales, Parachlamydiaceae","(0, 4)","Chlamydiales, Parachlamydiaceae, (0, 4)",22,Control
3b770b343c209b510fcce8cd793d18c6,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Unassigned,4.680531443,8.419108087,2.11946347236506e-22,9.09195484427369e-21,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Unassigned,21,"Chlamydiales, Parachlamydiaceae","(0, 4)","Chlamydiales, Parachlamydiaceae, (0, 4)",22,Control
1f15c1f53788e604905686a0e4a7431b,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Unassigned,Unassigned,3.035323614,7.170552212,1.02342858206136e-08,1.30701986090737e-07,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Unassigned,Unassigned,21,"Chlamydiales, Parachlamydiaceae","(0, 4)","Chlamydiales, Parachlamydiaceae, (0, 4)",22,Control
04131bea8ca7ec22a3e1884f571cfbdc,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,uncultured,metagenome,2.262558993,6.720082992,1.15440614858303e-05,9.56099745831393e-05,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,uncultured,metagenome,21,"Chlamydiales, Parachlamydiaceae","(0, 4)","Chlamydiales, Parachlamydiaceae, (0, 4)",22,Control
7c3b2d76afe41f7d0a89b6b95ee3f3fd,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured_bacterium,-3.386328469,7.45540394,2.71467074965493e-07,2.83852760260794e-06,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured_bacterium,22,"Chthoniobacterales, Chthoniobacteraceae","(1, 0)","Chthoniobacterales, Chthoniobacteraceae, (1, 0)",21,Antibiotic Treated
367fd0532f406448a26bcca3b54e8e2b,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Unassigned,3.410503146,8.0493109,9.08030619207887e-09,1.16856555841138e-07,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,Unassigned,21,"Verrucomicrobiales, Rubritaleaceae","(0, 2)","Verrucomicrobiales, Rubritaleaceae, (0, 2)",22,Control
